,codeBlockId,codeBlock_start,codeBlock_end,codeBlock_fileinfo,codeblock_Code,tokens,codeCloneBlockId,codeCloneBlock_Fileinfo,Similarity_Tokens,Similarity_Variable_Flow,Similarity_MethodCall_Flow,nloc,change_type,commit,Revision,datetime
10,CodeBlock21,44,63,OptionPane.java,"['String getName();', '', '', '', '', 'Component getComponent();', '', '', '', '', 'void init();', '', '', '', '', '', '', 'void save();', '}', '']","{'String': 1, 'getName': 1, 'TOKEN_VARIABLE': 1, 'getComponent': 1, 'void': 2, 'init': 1, 'save': 1}",CodeBlock22,OptionPane.java,0.75,1.0,0.6666666666666666,9,ModificationType.ADD,b5a523f87afca3491f9137bc775277ef96cba982,1,2022-10-18 01:55:14.574919
11,CodeBlock22,49,63,OptionPane.java,"['Component getComponent();', '', '', '', '', 'void init();', '', '', '', '', '', '', 'void save();', '}', '']","{'TOKEN_VARIABLE': 1, 'getComponent': 1, 'void': 2, 'init': 1, 'save': 1}",CodeBlock21,OptionPane.java,0.75,1.0,0.6666666666666666,9,ModificationType.ADD,b5a523f87afca3491f9137bc775277ef96cba982,1,2022-10-18 01:55:14.574919
12,CodeBlock26,41,57,BSHIfStatement.java,"['    public Object eval(CallStack callstack, Interpreter interpreter)  ', 'throws EvalError', '    {', '        Object ret = null;', '', '        if( evaluateCondition( ', '(SimpleNode)jjtGetChild(0), callstack, interpreter ) )', '            ret = ((SimpleNode)jjtGetChild(1)).eval(callstack, interpreter);', '        else { ', '            if(jjtGetNumChildren() > 2)', '                ret = ((SimpleNode)jjtGetChild(2)).eval(callstack, interpreter); } ', '', '        if(ret instanceof ReturnControl)', '            return ret;', '        else     { ', '            return Primitive.VOID; } ', '    }']","{'public': 1, 'TOKEN_VARIABLE': 26, 'eval': 3, 'throws': 1, 'if': 3, 'evaluateCondition': 1, 'jjtGetChild': 3, 'INTEGER_LITERAL': 4, 'jjtGetNumChildren': 1, 'instanceof': 1, 'return': 2}",CodeBlock33,BSHTernaryExpression.java,0.782608695652174,0.625,0.6666666666666666,38,ModificationType.ADD,b5a523f87afca3491f9137bc775277ef96cba982,1,2022-10-18 01:55:14.574919
13,CodeBlock29,43,53,BSHReturnStatement.java,"['public Object eval(CallStack callstack, Interpreter interpreter)  ', 'throws EvalError', '{', 'Object value;', 'if(jjtGetNumChildren() > 0)', 'value = ((SimpleNode)jjtGetChild(0)).eval(callstack, interpreter);', 'else { ', 'value = Primitive.VOID; } ', '', 'return new ReturnControl( kind, value, this );', '}']","{'public': 1, 'TOKEN_VARIABLE': 17, 'eval': 2, 'throws': 1, 'if': 1, 'jjtGetNumChildren': 1, 'INTEGER_LITERAL': 2, 'jjtGetChild': 1, 'return': 1, 'new': 1, 'ReturnControl': 1, 'this': 1}",CodeBlock32,BSHStatementExpressionList.java,0.7428571428571429,0.8571428571428571,0.6666666666666666,16,ModificationType.ADD,b5a523f87afca3491f9137bc775277ef96cba982,1,2022-10-18 01:55:14.574919
14,CodeBlock32,41,51,BSHStatementExpressionList.java,"['public Object eval(CallStack callstack, Interpreter interpreter)  ', 'throws EvalError', '{', 'int n = jjtGetNumChildren();', 'for(int i=0; i<n; i++)', '{', 'SimpleNode node = ((SimpleNode)jjtGetChild(i));', 'node.eval(callstack, interpreter);', '}', 'return Primitive.VOID;', '}']","{'public': 1, 'TOKEN_VARIABLE': 18, 'eval': 2, 'throws': 1, 'int': 2, 'jjtGetNumChildren': 1, 'for': 1, 'INTEGER_LITERAL': 3, 'jjtGetChild': 1, 'return': 1}",CodeBlock29,BSHReturnStatement.java,0.7428571428571429,0.8571428571428571,0.6666666666666666,16,ModificationType.ADD,b5a523f87afca3491f9137bc775277ef96cba982,1,2022-10-18 01:55:14.574919
15,CodeBlock33,46,58,BSHTernaryExpression.java,"['    public Object eval( CallStack callstack, Interpreter interpreter) ', 'throws EvalError', '    {', '        SimpleNode', 'cond = (SimpleNode)jjtGetChild(0),', 'evalTrue = (SimpleNode)jjtGetChild(1),', 'evalFalse = (SimpleNode)jjtGetChild(2);', '', 'if ( BSHIfStatement.evaluateCondition( cond, callstack, interpreter ) ) { ', 'return evalTrue.eval( callstack, interpreter ); } ', 'else { ', 'return evalFalse.eval( callstack, interpreter ); } ', '    }']","{'public': 1, 'TOKEN_VARIABLE': 21, 'eval': 3, 'throws': 1, 'jjtGetChild': 3, 'INTEGER_LITERAL': 3, 'if': 1, 'evaluateCondition': 1, 'return': 2}",CodeBlock26,BSHIfStatement.java,0.782608695652174,0.625,0.6666666666666666,16,ModificationType.ADD,b5a523f87afca3491f9137bc775277ef96cba982,1,2022-10-18 01:55:14.574919
16,CodeBlock41,10,24,ClassGenerator.java,"['public static ClassGenerator getClassGenerator() ', 'throws UtilEvalError', '{', 'if ( cg == null ) ', '{', 'try {', 'Class clas = Class.forName( ""org.gjt.sp.jedit.bsh.ClassGeneratorImpl"" );', 'cg = (ClassGenerator)clas.newInstance();', '} catch ( Exception e ) {', 'throw new Unavailable(""ClassGenerator unavailable: ""+e);', '}', '}', '', 'return cg;', '}']","{'public': 1, 'static': 1, 'TOKEN_VARIABLE': 12, 'getClassGenerator': 1, 'throws': 1, 'if': 1, 'try': 1, 'forName': 1, 'STRING_LITERAL': 2, 'newInstance': 1, 'catch': 1, 'throw': 1, 'new': 1, 'Unavailable': 1, 'INTEGER_LITERAL': 1, 'return': 1}",CodeBlock107,ReflectManager.java,0.9,0.6,1.0,33,ModificationType.ADD,b5a523f87afca3491f9137bc775277ef96cba982,1,2022-10-18 01:55:14.574919
17,CodeBlock45,47,55,ConsoleInterface.java,"['    public Reader getIn();', '    public PrintStream getOut();', '    public PrintStream getErr();', '    public void println( Object o );', '    public void print( Object o );', '    public void error( Object o );', '}', '', '']","{'public': 6, 'TOKEN_VARIABLE': 9, 'getIn': 1, 'getOut': 1, 'getErr': 1, 'void': 3, 'println': 1, 'print': 1, 'error': 1}",CodeBlock46,ConsoleInterface.java,0.875,0.6666666666666666,0.75,10,ModificationType.ADD,b5a523f87afca3491f9137bc775277ef96cba982,1,2022-10-18 01:55:14.574919
18,CodeBlock45,47,55,ConsoleInterface.java,"['    public Reader getIn();', '    public PrintStream getOut();', '    public PrintStream getErr();', '    public void println( Object o );', '    public void print( Object o );', '    public void error( Object o );', '}', '', '']","{'public': 6, 'TOKEN_VARIABLE': 9, 'getIn': 1, 'getOut': 1, 'getErr': 1, 'void': 3, 'println': 1, 'print': 1, 'error': 1}",CodeBlock47,ConsoleInterface.java,0.75,0.6666666666666666,0.75,10,ModificationType.ADD,b5a523f87afca3491f9137bc775277ef96cba982,1,2022-10-18 01:55:14.574919
19,CodeBlock46,48,55,ConsoleInterface.java,"['    public PrintStream getOut();', '    public PrintStream getErr();', '    public void println( Object o );', '    public void print( Object o );', '    public void error( Object o );', '}', '', '']","{'public': 5, 'TOKEN_VARIABLE': 8, 'getOut': 1, 'getErr': 1, 'void': 3, 'println': 1, 'print': 1, 'error': 1}",CodeBlock45,ConsoleInterface.java,0.875,0.6666666666666666,0.75,10,ModificationType.ADD,b5a523f87afca3491f9137bc775277ef96cba982,1,2022-10-18 01:55:14.574919
20,CodeBlock46,48,55,ConsoleInterface.java,"['    public PrintStream getOut();', '    public PrintStream getErr();', '    public void println( Object o );', '    public void print( Object o );', '    public void error( Object o );', '}', '', '']","{'public': 5, 'TOKEN_VARIABLE': 8, 'getOut': 1, 'getErr': 1, 'void': 3, 'println': 1, 'print': 1, 'error': 1}",CodeBlock47,ConsoleInterface.java,0.8571428571428571,1.0,1.0,10,ModificationType.ADD,b5a523f87afca3491f9137bc775277ef96cba982,1,2022-10-18 01:55:14.574919
21,CodeBlock46,48,55,ConsoleInterface.java,"['    public PrintStream getOut();', '    public PrintStream getErr();', '    public void println( Object o );', '    public void print( Object o );', '    public void error( Object o );', '}', '', '']","{'public': 5, 'TOKEN_VARIABLE': 8, 'getOut': 1, 'getErr': 1, 'void': 3, 'println': 1, 'print': 1, 'error': 1}",CodeBlock48,ConsoleInterface.java,0.7142857142857143,1.0,0.6666666666666666,10,ModificationType.ADD,b5a523f87afca3491f9137bc775277ef96cba982,1,2022-10-18 01:55:14.574919
22,CodeBlock47,49,55,ConsoleInterface.java,"['    public PrintStream getErr();', '    public void println( Object o );', '    public void print( Object o );', '    public void error( Object o );', '}', '', '']","{'public': 4, 'TOKEN_VARIABLE': 7, 'getErr': 1, 'void': 3, 'println': 1, 'print': 1, 'error': 1}",CodeBlock45,ConsoleInterface.java,0.75,0.6666666666666666,0.75,10,ModificationType.ADD,b5a523f87afca3491f9137bc775277ef96cba982,1,2022-10-18 01:55:14.574919
23,CodeBlock47,49,55,ConsoleInterface.java,"['    public PrintStream getErr();', '    public void println( Object o );', '    public void print( Object o );', '    public void error( Object o );', '}', '', '']","{'public': 4, 'TOKEN_VARIABLE': 7, 'getErr': 1, 'void': 3, 'println': 1, 'print': 1, 'error': 1}",CodeBlock46,ConsoleInterface.java,0.8571428571428571,1.0,1.0,10,ModificationType.ADD,b5a523f87afca3491f9137bc775277ef96cba982,1,2022-10-18 01:55:14.574919
24,CodeBlock47,49,55,ConsoleInterface.java,"['    public PrintStream getErr();', '    public void println( Object o );', '    public void print( Object o );', '    public void error( Object o );', '}', '', '']","{'public': 4, 'TOKEN_VARIABLE': 7, 'getErr': 1, 'void': 3, 'println': 1, 'print': 1, 'error': 1}",CodeBlock48,ConsoleInterface.java,0.8333333333333334,1.0,0.6666666666666666,10,ModificationType.ADD,b5a523f87afca3491f9137bc775277ef96cba982,1,2022-10-18 01:55:14.574919
25,CodeBlock48,50,55,ConsoleInterface.java,"['    public void println( Object o );', '    public void print( Object o );', '    public void error( Object o );', '}', '', '']","{'public': 3, 'void': 3, 'println': 1, 'TOKEN_VARIABLE': 6, 'print': 1, 'error': 1}",CodeBlock46,ConsoleInterface.java,0.7142857142857143,1.0,0.6666666666666666,10,ModificationType.ADD,b5a523f87afca3491f9137bc775277ef96cba982,1,2022-10-18 01:55:14.574919
26,CodeBlock48,50,55,ConsoleInterface.java,"['    public void println( Object o );', '    public void print( Object o );', '    public void error( Object o );', '}', '', '']","{'public': 3, 'void': 3, 'println': 1, 'TOKEN_VARIABLE': 6, 'print': 1, 'error': 1}",CodeBlock47,ConsoleInterface.java,0.8333333333333334,1.0,0.6666666666666666,10,ModificationType.ADD,b5a523f87afca3491f9137bc775277ef96cba982,1,2022-10-18 01:55:14.574919
27,CodeBlock50,51,63,NameSource.java,"['    public String [] getAllNames();', '    public void addNameSourceListener( NameSource.Listener listener );', '', '    public static interface Listener {', '        public void nameSourceChanged( NameSource src );', '        ', '', '', '', '', '', '', '    }']","{'public': 4, 'String': 1, 'getAllNames': 1, 'void': 2, 'addNameSourceListener': 1, 'TOKEN_VARIABLE': 5, 'static': 1, 'interface': 1, 'nameSourceChanged': 1}",CodeBlock51,NameSource.java,0.8235294117647058,1.0,1.0,9,ModificationType.ADD,b5a523f87afca3491f9137bc775277ef96cba982,1,2022-10-18 01:55:14.574919
28,CodeBlock51,52,63,NameSource.java,"['    public void addNameSourceListener( NameSource.Listener listener );', '', '    public static interface Listener {', '        public void nameSourceChanged( NameSource src );', '        ', '', '', '', '', '', '', '    }']","{'public': 3, 'void': 2, 'addNameSourceListener': 1, 'TOKEN_VARIABLE': 5, 'static': 1, 'interface': 1, 'nameSourceChanged': 1}",CodeBlock50,NameSource.java,0.8235294117647058,1.0,1.0,9,ModificationType.ADD,b5a523f87afca3491f9137bc775277ef96cba982,1,2022-10-18 01:55:14.574919
29,CodeBlock53,50,83,Node.java,"['public void jjtOpen();', '', '', '', '', '', 'public void jjtClose();', '', '', '', '', '', 'public void jjtSetParent(Node n);', 'public Node jjtGetParent();', '', '', '', '', '', 'public void jjtAddChild(Node n, int i);', '', '', '', '', '', 'public Node jjtGetChild(int i);', '', '', '', '', 'public int jjtGetNumChildren();', '}', '', '']","{'public': 7, 'void': 4, 'jjtOpen': 1, 'jjtClose': 1, 'jjtSetParent': 1, 'TOKEN_VARIABLE': 8, 'jjtGetParent': 1, 'jjtAddChild': 1, 'int': 3, 'jjtGetChild': 1, 'jjtGetNumChildren': 1}",CodeBlock54,Node.java,0.896551724137931,1.0,1.0,11,ModificationType.ADD,b5a523f87afca3491f9137bc775277ef96cba982,1,2022-10-18 01:55:14.574919
30,CodeBlock53,50,83,Node.java,"['public void jjtOpen();', '', '', '', '', '', 'public void jjtClose();', '', '', '', '', '', 'public void jjtSetParent(Node n);', 'public Node jjtGetParent();', '', '', '', '', '', 'public void jjtAddChild(Node n, int i);', '', '', '', '', '', 'public Node jjtGetChild(int i);', '', '', '', '', 'public int jjtGetNumChildren();', '}', '', '']","{'public': 7, 'void': 4, 'jjtOpen': 1, 'jjtClose': 1, 'jjtSetParent': 1, 'TOKEN_VARIABLE': 8, 'jjtGetParent': 1, 'jjtAddChild': 1, 'int': 3, 'jjtGetChild': 1, 'jjtGetNumChildren': 1}",CodeBlock55,Node.java,0.7931034482758621,1.0,0.75,11,ModificationType.ADD,b5a523f87afca3491f9137bc775277ef96cba982,1,2022-10-18 01:55:14.574919
31,CodeBlock54,56,83,Node.java,"['public void jjtClose();', '', '', '', '', '', 'public void jjtSetParent(Node n);', 'public Node jjtGetParent();', '', '', '', '', '', 'public void jjtAddChild(Node n, int i);', '', '', '', '', '', 'public Node jjtGetChild(int i);', '', '', '', '', 'public int jjtGetNumChildren();', '}', '', '']","{'public': 6, 'void': 3, 'jjtClose': 1, 'jjtSetParent': 1, 'TOKEN_VARIABLE': 8, 'jjtGetParent': 1, 'jjtAddChild': 1, 'int': 3, 'jjtGetChild': 1, 'jjtGetNumChildren': 1}",CodeBlock53,Node.java,0.896551724137931,1.0,1.0,11,ModificationType.ADD,b5a523f87afca3491f9137bc775277ef96cba982,1,2022-10-18 01:55:14.574919
32,CodeBlock54,56,83,Node.java,"['public void jjtClose();', '', '', '', '', '', 'public void jjtSetParent(Node n);', 'public Node jjtGetParent();', '', '', '', '', '', 'public void jjtAddChild(Node n, int i);', '', '', '', '', '', 'public Node jjtGetChild(int i);', '', '', '', '', 'public int jjtGetNumChildren();', '}', '', '']","{'public': 6, 'void': 3, 'jjtClose': 1, 'jjtSetParent': 1, 'TOKEN_VARIABLE': 8, 'jjtGetParent': 1, 'jjtAddChild': 1, 'int': 3, 'jjtGetChild': 1, 'jjtGetNumChildren': 1}",CodeBlock55,Node.java,0.8846153846153846,1.0,0.75,11,ModificationType.ADD,b5a523f87afca3491f9137bc775277ef96cba982,1,2022-10-18 01:55:14.574919
33,CodeBlock55,62,83,Node.java,"['public void jjtSetParent(Node n);', 'public Node jjtGetParent();', '', '', '', '', '', 'public void jjtAddChild(Node n, int i);', '', '', '', '', '', 'public Node jjtGetChild(int i);', '', '', '', '', 'public int jjtGetNumChildren();', '}', '', '']","{'public': 5, 'void': 2, 'jjtSetParent': 1, 'TOKEN_VARIABLE': 8, 'jjtGetParent': 1, 'jjtAddChild': 1, 'int': 3, 'jjtGetChild': 1, 'jjtGetNumChildren': 1}",CodeBlock53,Node.java,0.7931034482758621,1.0,0.75,11,ModificationType.ADD,b5a523f87afca3491f9137bc775277ef96cba982,1,2022-10-18 01:55:14.574919
34,CodeBlock55,62,83,Node.java,"['public void jjtSetParent(Node n);', 'public Node jjtGetParent();', '', '', '', '', '', 'public void jjtAddChild(Node n, int i);', '', '', '', '', '', 'public Node jjtGetChild(int i);', '', '', '', '', 'public int jjtGetNumChildren();', '}', '', '']","{'public': 5, 'void': 2, 'jjtSetParent': 1, 'TOKEN_VARIABLE': 8, 'jjtGetParent': 1, 'jjtAddChild': 1, 'int': 3, 'jjtGetChild': 1, 'jjtGetNumChildren': 1}",CodeBlock54,Node.java,0.8846153846153846,1.0,0.75,11,ModificationType.ADD,b5a523f87afca3491f9137bc775277ef96cba982,1,2022-10-18 01:55:14.574919
35,CodeBlock71,749,790,ParserTokenManager.java,"['private final int jjMoveStringLiteralDfa7_0(long old0, long active0, long old1, long active1, long old2, long active2)', '{', '   if (((active0 &= old0) | (active1 &= old1) | (active2 &= old2)) == 0L) { ', '      return jjStartNfa_0(5, old0, old1, old2);  } ', '   try { curChar = input_stream.readChar(); }', '   catch(java.io.IOException e) {', '      jjStopStringLiteralDfa_0(6, active0, active1, active2);', '      return 7;', '   }', '   switch(curChar)', '   {', '      case 99:', '         return jjMoveStringLiteralDfa8_0(active0, 0x2000000000L, active1, 0L, active2, 0L);', '      case 101:', '         if ((active0 & 0x80000L) != 0L) { ', '            return jjStartNfaWithStates_0(7, 19, 35); } ', '         else if ((active0 & 0x400000000000000L) != 0L) {  { ', '            return jjStartNfaWithStates_0(7, 58, 35); } ', '         return jjMoveStringLiteralDfa8_0(active0, 0x100800000000L, active1, 0x280000000000L, active2, 0L); } ', '      case 104:', '         return jjMoveStringLiteralDfa8_0(active0, 0L, active1, 0x2000000000000L, active2, 0x2L);', '      case 105:', '         return jjMoveStringLiteralDfa8_0(active0, 0L, active1, 0x2000000000000000L, active2, 0L);', '      case 110:', '         return jjMoveStringLiteralDfa8_0(active0, 0x18000200000000L, active1, 0L, active2, 0L);', '      case 112:', '         if ((active0 & 0x2000000000000L) != 0L) { ', '            return jjStartNfaWithStates_0(7, 49, 35); } ', '         break;', '      case 115:', '         return jjMoveStringLiteralDfa8_0(active0, 0L, active1, 0x808000000000000L, active2, 0x8L);', '      case 116:', '         if ((active0 & 0x400L) != 0L) { ', '            return jjStartNfaWithStates_0(7, 10, 35); } ', '         break;', '      case 117:', '         return jjMoveStringLiteralDfa8_0(active0, 0L, active1, 0x20000000000000L, active2, 0x20L);', '      default :', '         break;', '   }', '   return jjStartNfa_0(6, active0, active1, active2);', '}']","{'private': 1, 'final': 1, 'int': 1, 'jjMoveStringLiteralDfa7_0': 1, 'long': 6, 'TOKEN_VARIABLE': 81, 'if': 5, 'return': 14, 'jjStartNfa_0': 2, 'INTEGER_LITERAL': 25, 'try': 1, 'readChar': 1, 'catch': 1, 'jjStopStringLiteralDfa_0': 1, 'switch': 1, 'case': 9, 'jjMoveStringLiteralDfa8_0': 7, 'jjStartNfaWithStates_0': 4, 'break': 3, 'default': 1}",CodeBlock72,ParserTokenManager.java,0.861271676300578,0.7857142857142857,0.75,2099,ModificationType.ADD,b5a523f87afca3491f9137bc775277ef96cba982,1,2022-10-18 01:55:14.574919
